,Mimic enzyme activity,N,P,S,Si,Se,B,F,Cl,Br,I,Metal ratio,Metal type,Metal valence,Submetal ratio,Submetal type,Submetal valence,3rd metal ratio,3rd metal type,3rd metal valence,4th metal ratio,4th metal type,4th metal  valence,shape,Size/nm,Surface modification,Dispersion medium,Buffer pH value,Buffer pH,Temperature/℃,Substrate1,Substrate2,Substrate2 concentration(mM),Km/mM,Vmax/μM s-1,Kcat/s-1,"k cat /Km
(Catalytic efficiency )/M-1 s-1",Chemical_formula
PBNPs,0,1,0,0,0,0,0,0,0,0,0,57.14,26,3,42.86,26,2,15.29,41.5,3,9.375,26,2,5,50,4,0,3.6,0,25,1,4,0.26,17.1,0.29,345000000,3.33E+13,402
PBNPs,4,1,0,0,0,0,0,0,0,0,0,57.14,26,3,42.86,26,2,19.79,25.5,3,9.375,26,2,5,50,4,6,4,3,40,23,2,0.26,1.255,0.105,345000000,3.33E+13,402
PBNPs,2,1,0,0,0,0,0,0,0,0,0,57.14,26,3,42.86,26,2,19.79,25.5,3,9.375,26,2,5,50,4,6,4,3,40,23,2,0.26,1.255,0.105,345000000,3.33E+13,402
BiOCl,0,0,0,0,0,0,0,0,1,0,0,100,83,3,33.3,30,2,13.765,25,3,8.875,36,1,1,100,4,9,7,1,25,14,0,0.1,0.01,0.1,345000000,3.33E+13,403
BiOCl,0,0,0,0,0,0,0,0,1,0,0,100,83,3,33.3,30,2,13.765,25,3,8.875,36,1,1,100,4,9,7,1,25,1,10,0.01,0.1,0.1,345000000,3.33E+13,403
BiOBr,0,0,0,0,0,0,0,0,0,1,0,100,83,3,33.3,30,2,13.765,25,3,8.875,36,1,1,100,4,9,7,1,25,14,0,0.1,0.01,0.1,345000000,3.33E+13,315
BiOBr,0,0,0,0,0,0,0,0,0,1,0,100,83,3,33.3,30,2,13.765,25,3,8.875,36,1,1,100,4,9,7,1,25,1,10,0.01,0.1,0.1,345000000,3.33E+13,315
BiOI,0,0,0,0,0,0,0,0,0,0,1,100,83,3,33.3,30,2,2.28,62,0,3.52,36.5,1.5,3,20,4,9,7,1,25,14,0,0.1,0.03,0.06,345000000,3.33E+13,298
BiOI,0,0,0,0,0,0,0,0,0,0,1,100,83,3,33.3,30,2,2.28,62,0,3.52,36.5,1.5,3,20,4,9,7,1,25,1,10,0.01,0.03,0.03,345000000,3.33E+13,298
Na4.55Fe(PO4)2H0.45O,0,1,1,0,0,0,0,0,0,0,0,100,26,2,33.3,24,2,13.765,25,3,9.96,36.5,1,0,100,60,5,4.5,0,25,0,0,0.1,1.46,0.02,0.1,878.32,404
Na4.55Fe(PO4)2H0.45O,0,1,1,0,0,0,0,0,0,0,0,100,26,2,33.33,27,2,15.95,58,4,15.835,25,3,0,100,60,5,4.5,0,25,1,1,1,0.32,4316000,392.4,0.055,404
FeH3P2O8?H2O,0,1,1,0,0,0,0,0,0,0,0,100,26,3,33.3,24,2,13.765,25,3,9.96,36.5,1,0,100,60,5,4.5,0,25,0,0,0.1,1.46,0.02,0.1,878.32,405
FeH3P2O8?H2O,0,1,1,0,0,0,0,0,0,0,0,100,26,3,33.33,27,2,15.95,58,4,15.835,25,3,0,100,60,5,4.5,0,25,1,1,1,0.32,4316000,2881,0.055,405
Gly-Cu(OH)2 NPs,4,0,0,0,0,0,0,0,0,0,0,100,29,2,33.3,30,2,16.67,28,2,9.96,36.5,1,0,150,137,2,7.4,2,25,23,2,0.26,1.255,0.105,345000000,3.33E+13,406
Cu(OH)2,4,0,0,0,0,0,0,0,0,0,0,100,29,2,33.3,30,2,13.765,25,3,12.75,26,2,0,117,4,2,7.4,2,25,12,17,0.26,1.255,0.105,345000000,3.33E+13,407
MnO,4,0,0,0,0,0,0,0,0,0,0,100,25,2,33.3,30,2,9.84,30,2,3.25,46,0,0,8,121,2,7.4,2,25,12,18,0.26,1.255,0.105,345000000,3.33E+13,408
Mn3O4 NPs,4,0,0,0,0,0,0,0,0,0,0,66.6,25,3,33.3,25,2,9.84,30,2,3.25,46,0,0,8,121,2,7.4,2,25,23,2,0.26,1.255,0.105,345000000,3.33E+13,17
MoO3_x0001_x nanodots ,2,0,0,0,0,0,0,0,0,0,0,58.5,42,6,41.5,42,4,16.67,26,2,3.52,36.5,1.5,0,3,4,3,9,2,25,1,2,0.26,1.255,0.105,345000000,3.33E+13,409
MoO3_x0001_x nanodots ,4,0,0,0,0,0,0,0,0,0,0,58.5,42,6,41.5,42,4,16.64,58,4,5.5,36,1,0,3,4,6,4,3,25,23,2,0.26,1.255,0.105,345000000,3.33E+13,409
1@SBA 5,4,0,0,0,0,0,0,0,1,0,0,50,29,2,50,30,2,18.335,27,2,15.585,26.5,2,4,727,87,3,7.8,2,25,29,19,0.05,1.255,0.105,345000000,3.33E+13,410
2@SBA 5,4,0,0,0,0,0,0,0,1,0,0,50,29,2,50,29,2,18.335,27,2,15.585,26.5,2,4,727,87,3,7.8,2,25,29,19,0.05,1.255,0.105,345000000,3.33E+13,411
2a@SBA 5,4,1,0,0,0,0,0,0,0,0,0,50,29,2,50,30,2,18.335,27,2,15.585,26.5,2,4,727,87,3,7.8,2,25,29,19,0.05,1.255,0.105,345000000,3.33E+13,412
3@SBA 5,4,0,0,0,0,0,0,0,1,0,0,100,29,2,33.3,30,2,18.335,27,2,15.585,26.5,2,4,727,87,3,7.8,2,25,29,19,0.05,1.255,0.105,345000000,3.33E+13,413
Ag-Au/AgCl nanohybrid,0,0,0,0,0,0,0,0,1,0,0,62.33,47,0,37.67,79,0,16.67,28,2,15.585,26.5,2,0,200,61,9,7.4,2,25,14,0,25.1,0.02,0.1,46,2700000,414
Ag-Au/AgCl nanohybrid,0,0,0,0,0,0,0,0,1,0,0,62.33,47,0,37.67,79,0,16.67,28,2,15.585,26.5,2,0,200,61,9,7.4,2,25,1,10,25.1,0.01,0.1,6.7,830000,414
Fe-N-C SAzymes,1,1,0,0,0,0,0,0,0,0,0,100,26,3,33.3,30,2,1.35,58,4,3.79,27,3,0,200,4,0,4,0,37,0,2,0.26,1.81,0.1,345000000,3.33E+13,415
AgVO3 nanobelts,0,0,0,0,0,0,0,0,0,0,0,50,47,1,50,23,5,16.66,26.5,2,15.585,26.5,2,4,1000,33,2,5,0,25,0,0,10,8.03,0.105,345000000,3.33E+13,416
AgVO3 nanobelts,0,0,0,0,0,0,0,0,0,0,0,50,47,1,50,23,5,16.66,26.5,2,15.585,26.5,2,4,1000,33,2,5,0,25,1,1,0.8,14,0.105,345000000,3.33E+13,416
Au/CeO2 CSNPs,0,0,0,0,0,0,0,0,0,0,0,67.46,58,4,32.54,79,0,24.845,25,4,12.75,26,2,0,187.53,5,4,4,0,37,0,0,2000,0.29,0.1,345000000,3.33E+13,417
Au/CeO2 CSNPs,0,0,0,0,0,0,0,0,0,0,0,67.46,58,4,32.54,79,0,24.845,25,4,12.75,26,2,0,187.53,5,4,4,0,37,1,1,100,44.69,0.1,345000000,3.33E+13,417
AuNS@Ag每H每rGO,0,0,0,0,0,0,0,0,0,0,0,77.71,47,0,22.29,79,0,7.455,46,0,9.96,36.5,1,0,100,138,0,4.1,0,25,0,0,0.06,0.05,0.28,345000000,3.33E+13,418
AuNS@Ag每H每rGO,0,0,0,0,0,0,0,0,0,0,0,77.71,47,0,22.29,79,0,7.455,46,0,9.96,36.5,1,0,100,138,0,4.1,0,25,1,1,0.06,2.75,0.15,345000000,3.33E+13,418
AuNP@Ag每H每rGO,0,0,0,0,0,0,0,0,0,0,0,77.71,47,0,22.29,79,0,8.085,47,0,3.25,46,0,0,30,138,0,4.1,0,25,0,0,0.06,0.06,0.21,345000000,3.33E+13,419
AuNP@Ag每H每rGO,0,0,0,0,0,0,0,0,0,0,0,77.71,47,0,22.29,79,0,8.085,47,0,3.25,46,0,0,30,138,0,4.1,0,25,1,1,0.06,2.82,0.13,345000000,3.33E+13,419
H每rGO每Au34,0,0,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,17.02,79,0,3.25,46,0,0,12,138,0,4.1,0,25,0,0,0.06,0.07,0.18,345000000,3.33E+13,420
H每rGO每Au34,0,0,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,17.02,79,0,3.25,46,0,0,12,138,0,4.1,0,25,1,1,0.06,3.1,0.12,345000000,3.33E+13,420
CeO2 NC,1,0,0,0,0,0,0,0,0,0,0,100,58,4,33.3,30,2,2.28,62,0,3.79,27,3,5,22,4,0,4,0,25,0,2,0.26,2.01,0.105,345000000,3.33E+13,421
5% Pr-CeO2 NC,1,0,0,0,0,0,0,0,0,0,0,95,58,4,5,59,3,1.35,58,4,3.79,27,3,5,31,4,0,4,0,25,0,2,0.26,0.79,0.105,345000000,3.33E+13,422
10% Pr-CeO2 NC,1,0,0,0,0,0,0,0,0,0,0,90,58,4,10,59,3,1.35,58,4,3.79,27,3,5,27,4,0,4,0,25,0,2,0.26,0.27,0.105,345000000,3.33E+13,423
15% Pr-CeO2 NC,1,0,0,0,0,0,0,0,0,0,0,85,58,4,15,59,3,1.35,58,4,3.79,27,3,5,27,4,0,4,0,25,0,2,0.26,0.23,0.105,345000000,3.33E+13,424
20% Pr-CeO2 NC+NR,1,0,0,0,0,0,0,0,0,0,0,80,58,4,20,59,3,11.01,27,2,3.79,27,3,4,200,4,0,4,0,25,0,2,0.26,0.15,0.105,345000000,3.33E+13,425
MnCo2O4,1,0,0,0,0,0,0,0,0,0,0,30.41,25,2,30.41,25,2,18.27,26.5,2,12.75,26,2,0,800,4,0,4,0,25,0,2,0.26,0.01,0.06,345000000,3.33E+13,222
MgFe2O4 MNPs,0,0,0,0,0,0,0,0,0,0,0,33.33,12,2,33.33,12,2,16.67,28,2,16.67,27,2,0,220,139,0,4,0,45,0,0,12,0.67,0.02,345000000,3.33E+13,71
MgFe2O4 MNPs,0,0,0,0,0,0,0,0,0,0,0,33.33,12,2,33.33,12,2,24.845,25,4,15.585,26.5,2,0,220,33,0,4,0,45,3,0,12,0.14,0.13,345000000,3.33E+13,71
MgFe2O4 MNPs,0,0,0,0,0,0,0,0,0,0,0,33.33,12,2,33.33,12,2,24.845,25,4,15.585,26.5,2,0,220,33,0,4,0,45,1,4,0.4,4.61,0.13,345000000,3.33E+13,71
NiFe2O4 MNPs,0,0,0,0,0,0,0,0,0,0,0,33.33,28,2,33.33,28,2,24.845,25,4,15.585,26.5,2,0,200,33,0,4,0,45,0,0,12,0.55,0.05,345000000,3.33E+13,72
NiFe2O4 MNPs,0,0,0,0,0,0,0,0,0,0,0,33.33,28,2,33.33,28,2,24.845,25,4,15.585,26.5,2,0,200,33,0,4,0,45,3,0,12,0.46,0.17,345000000,3.33E+13,72
NiFe2O4 MNPs,0,0,0,0,0,0,0,0,0,0,0,33.33,28,2,33.33,28,2,24.845,25,4,15.585,26.5,2,0,200,33,0,4,0,45,1,4,0.4,2.6,0.14,345000000,3.33E+13,72
NiFe2O4 MNPs,2,0,0,0,0,0,0,0,0,0,0,33.33,28,2,33.33,28,2,24.845,25,4,15.585,26.5,2,0,220,33,0,4,0,40,1,2,0.26,1.255,0.105,345000000,3.33E+13,72
MgFe2O4 MNPs,2,0,0,0,0,0,0,0,0,0,0,33.33,12,2,33.33,12,2,24.845,25,4,15.585,26.5,2,0,200,33,0,4,0,40,1,2,0.26,1.255,0.105,345000000,3.33E+13,71
Zn-CuO,0,0,0,0,0,0,0,0,0,0,0,89,29,2,11,30,2,24.845,25,4,12.75,26,2,0,135,4,0,4.65,0,25,0,0,200,0.01,0.03,345000000,3.33E+13,426
Zn-CuO,0,0,0,0,0,0,0,0,0,0,0,89,29,2,11,30,2,24.845,25,4,12.75,26,2,0,135,4,0,4.65,0,25,1,1,10,0.07,0.1,345000000,3.33E+13,426
CuO,0,0,0,0,0,0,0,0,0,0,0,100,29,2,33.3,30,2,16,31.5,2,9.375,26,2,4,50,4,0,4.65,0,25,0,0,200,0.03,0.1,345000000,3.33E+13,427
CuO,0,0,0,0,0,0,0,0,0,0,0,100,29,2,33.3,30,2,4.175,41.5,3,5.5,36,1,4,50,4,0,4.65,0,25,1,1,10,0.4,0.16,345000000,3.33E+13,427
Cu-Pt Nanoalloys:,1,0,0,0,0,0,0,0,1,0,0,50,29,0,50,78,0,9.84,30,2,3.25,46,0,0,4.6,99,4,4,0,37,0,2,0.26,0.29,0.01,345000000,3.33E+13,428
mixed-valence-state cobalt,1,0,0,0,0,0,0,0,0,0,0,55.56,27,2,44.44,27,3,16.67,28,2,16.67,27,2,3,200,140,0,4.5,0,35,0,2,0.26,0.1,0.02,345000000,3.33E+13,429
PtNPs@MnO2,1,0,0,0,0,0,0,0,0,0,0,66.7,25,4,33.3,78,0,16.67,28,2,15.585,26.5,2,0,250,141,0,4,0,25,0,2,0.26,0.02,0.16,345000000,3.33E+13,330
Fe3O4 NPs,1,0,0,0,0,0,0,0,0,0,0,77,26,3,23,26,2,10.165,41.5,2.5,5.5,36,1,0,35,4,3,9,2,25,14,2,0.26,0.1,0.1,345000000,3.33E+13,123
MFNP1:1,1,0,0,0,0,0,0,0,0,0,0,35.5,26,3,23.5,25,3,21.5,25,4,14.5,26,2,0,75,4,3,9,2,25,14,2,0.26,0.03,0.24,345000000,3.33E+13,430
MFNP2:1,1,0,0,0,0,0,0,0,0,0,0,32,25,4,24.67,25,3,22.33,26,3,11,26,2,0,51,4,3,9,2,25,14,2,0.26,0.04,0.31,345000000,3.33E+13,431
MFNP3:1,1,0,0,0,0,0,0,0,0,0,0,43.5,25,4,17.25,26,3,17.25,25,3,7.75,26,2,0,39,4,3,9,2,25,14,2,0.26,0.05,0.63,345000000,3.33E+13,432
MnOx NPs,1,0,0,0,0,0,0,0,0,0,0,76,25,4,17,25,3,7,25,2,11.125,26,2,0,65,4,3,9,2,25,14,2,0.26,0.06,0.31,345000000,3.33E+13,433
Cu NCs,0,1,0,0,0,0,0,0,0,0,0,100,29,0,3.21,29,0,2.28,62,0,3.79,27,3,0,2.5,4,0,4,0,40,0,0,775,1.13,0.07,0.1,1044.22,434
Cu NCs,0,1,0,0,0,0,0,0,0,0,0,100,29,0,3.21,29,0,2.28,62,0,3.79,27,3,0,2.5,4,0,4,0,40,1,1,755,2.52,0.17,0.1,1044.22,434
Cu NCs,2,1,0,0,0,0,0,0,0,0,0,100,29,0,15,33.5,4.5,2.28,62,0,3.79,27,3,0,2.5,4,3,7.8,2,40,1,2,0.585,34.3,11.2,0.23,8.83,434
Cu NCs,1,1,0,0,0,0,0,0,0,0,0,100,29,0,33.3,30,2,2.28,62,0,3.79,27,3,0,2.5,4,3,6,0,40,13,2,0.26,0.46,2.35,345000000,3.33E+13,434
Cu NCs,4,1,0,0,0,0,0,0,0,0,0,100,29,0,33.3,30,2,2.28,62,0,3.52,36.5,1.5,0,2.5,4,3,7.8,2,37,29,19,0,1.255,0.105,345000000,3.33E+13,434
CuO NPs,1,0,0,0,0,0,0,0,0,0,0,100,29,2,3.21,29,0,2.28,62,0,3.79,27,3,0,6.8,4,3,7,1,45,13,2,10,0.13,0.99,26.98,13.57,435
CuO NPs,1,0,0,0,0,0,0,0,0,0,0,100,29,2,33.3,30,2,16.64,58,4,9.375,26,2,0,6.3,4,3,4,0,37,0,0,1500,0.02,0.105,345000000,3.33E+13,435
CuO NPs,1,0,0,0,0,0,0,0,0,0,0,100,29,2,33.3,30,2,2.28,62,0,3.52,36.5,1.5,0,6.3,4,3,4,0,37,1,1,0.67,41,0.105,345000000,3.33E+13,435
Co3O4,2,0,0,0,0,0,0,0,0,0,0,66.6,27,3,33.3,27,2,13.33,58,3,3.25,46,0,5,19,4,3,10,2,25,1,2,60,34.3,11.2,1.63,30.785,180
Co3O4 NPs,2,0,0,0,0,0,0,0,0,0,0,66.6,27,3,33.3,27,2,16.64,58,4,5.5,36,1,5,19,4,3,10,2,25,23,2,30.165,54.3,16.2,6.09,30.785,436
"Metal-free carbon nanozymes
ㄗQAU-Z1ㄘ",1,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,18.335,27,2,12.75,26,2,1,600,4,0,4,0,20,0,2,0.26,0.1,0.01,345000000,3.33E+13,437
GNC-900 ,1,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,14.935,42,2.5,15,23,4,1,200,4,0,4,0,20,0,2,0.26,0.22,0.01,345000000,3.33E+13,438
OV-Mn3O4 NFs,1,0,0,0,0,0,0,0,0,0,0,62.8,25,2,16.67,25,3,20.53,25,4,12.75,26,2,0,115,4,0,5.4,0,25,0,2,0.26,1.66,0.04,345000000,3.33E+13,439
Mn3O4 NFs,1,0,0,0,0,0,0,0,0,0,0,39.53,25,2,31.31,25,3,29.16,25,4,12.75,26,2,0,115,4,0,5.4,0,25,0,2,0.26,13.2,0.01,345000000,3.33E+13,440
CoNx-NC-650,1,1,0,0,0,0,0,0,0,0,0,100,27,0,33.3,30,2,13.765,25,3,8.875,36,1,0,100,4,0,3.5,0,25,0,2,0.26,0.19,4.21,345000000,3.33E+13,441
"BCNNTs
",0,1,0,0,0,0,1,0,0,0,0,66.7,26,3,33.3,30,2,24.845,25,4,12.75,26,2,4,118,4,0,4,0,20,0,2,0.26,0.16,25.86,345000000,3.33E+13,442
"BCNNTs
",0,1,0,0,0,0,1,0,0,0,0,66.7,26,3,33.3,30,2,24.845,25,4,12.75,26,2,4,118,4,0,4,0,20,1,2,0.26,0.05,9.2,345000000,3.33E+13,442
Cu/CeO2,0,0,0,0,0,0,0,0,0,0,0,50,29,0,50,58,4,24.845,25,4,12.75,26,2,4,100,4,0,3.6,0,25,0,2,0.26,1.255,0.105,345000000,3.33E+13,443
CoFe2O4,0,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,27,2,16.17,68.5,1.5,3.25,46,0,0,0.2,4,0,3.6,0,37,0,2,0.26,1.255,0.105,345000000,3.33E+13,444
" SA-CoN3
",1,1,0,0,0,0,0,0,0,0,0,100,27,0,33.3,30,2,13.765,25,3,8.875,36,1,3,100,4,0,3.6,0,25,0,2,0.26,0.08,1.28,345000000,3.33E+13,445
"SA-CoN4
",1,1,0,0,0,0,0,0,0,0,0,100,27,0,33.3,30,2,24.845,25,4,12.75,26,2,3,200,4,0,3.6,0,25,0,2,0.26,0.1,0.91,345000000,3.33E+13,446
SA Fe/B-g-C3N4,0,1,0,0,0,0,1,0,0,0,0,100,26,0,33.3,30,2,1.815,52,2,3.25,46,0,1,200,4,2,4,0,25,0,0,10,0.66,0.27,345000000,3.33E+13,447
SA Fe/B-g-C3N4,0,1,0,0,0,0,1,0,0,0,0,100,26,0,33.3,30,2,1.815,52,2,3.25,46,0,1,200,4,2,4,0,25,1,1,0.2,1.32,0.22,345000000,3.33E+13,447
SA Fe/g-C3N4 ,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,1.815,52,2,3.25,46,0,1,200,4,2,4,0,25,0,0,10,0.1,0.22,345000000,3.33E+13,448
SA Fe/g-C3N4 ,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,1.815,52,2,3.25,46,0,1,200,4,2,4,0,25,1,1,0.2,3.05,0.19,345000000,3.33E+13,448
MoS2,3,0,0,1,0,0,0,0,0,0,0,100,42,4,3.21,29,0,2.28,62,0,3.79,27,3,1,15,4,6,7.5,3,25,1,2,50,0.04,0.66,1.05,26.25,449
MoS2,3,0,0,1,0,0,0,0,0,0,0,100,42,4,3.21,29,0,2.28,62,0,3.52,36.5,1.5,1,15,4,6,7.5,3,25,8,2,0.4,1.68,0.94,1.5,0.89,449
SA-Fe/NG ,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,16.67,27,2,12.75,26,2,0,500,4,0,3.5,0,25,1,1,0.26,0.18,0.04,345000000,3.33E+13,450
MOF(Co/2Fe),0,0,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,27,2,16.67,28,2,15.585,26.5,2,0,250,140,0,3.5,0,37,0,0,10,0.25,0.04,345000000,3.33E+13,451
MOF(Co/2Fe),0,0,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,27,2,16.67,28,2,15.585,26.5,2,0,250,140,0,3.5,0,37,1,1,6,4.22,0.05,345000000,3.33E+13,451
MOF(Co/2Fe),1,0,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,27,2,16.67,28,2,15.585,26.5,2,0,250,140,0,3.5,0,37,0,2,0.26,0.2,0.1,345000000,3.33E+13,451
MVCM,1,0,0,0,0,0,0,0,0,0,0,72.97,58,4,27.03,58,3,24.845,25,4,12.75,26,2,4,200,4,0,4,0,25,0,2,0.26,0.1,0.06,345000000,3.33E+13,452
ZIF-67,1,1,0,0,0,0,0,0,0,0,0,86,27,2,14,27,3,18.335,27,2,12.75,26,2,3,750,4,0,4,0,25,0,2,0.26,0.02,0.41,345000000,3.33E+13,453
ZIF-67,1,1,0,0,0,0,0,0,0,0,0,86,27,2,14,27,3,18.335,27,2,12.75,26,2,3,750,4,0,4,0,25,14,2,0.26,0.01,0.03,345000000,3.33E+13,453
Bi每Au NPs,0,1,0,1,0,0,0,0,0,0,0,59.46,79,0,40.54,83,0,13.15,42.5,3,3.52,36.5,1.5,0,13.3,4,9,7,1,25,14,0,0.5,0.09,0.1,13.2,170115.485,454
Bi每Au NPs,0,1,0,1,0,0,0,0,0,0,0,59.46,79,0,40.54,83,0,13.15,42.5,3,3.52,36.5,1.5,0,13.3,4,9,7,1,25,1,10,0.01,0.12,0.1,7.25,8676.195,454
Fib-Bi每Au NPs,0,1,0,1,0,0,0,0,0,0,0,59.46,79,0,40.54,83,0,17.02,79,0,3.25,46,0,0,13.3,142,9,7,1,25,14,0,0.5,0.38,0.1,12.5,35763.755,455
Fib-Bi每Au NPs,0,1,0,1,0,0,0,0,0,0,0,59.46,79,0,40.54,83,0,17.02,79,0,3.25,46,0,0,13.3,142,9,7,1,25,1,10,0.01,0.07,0.1,0.34,35763.755,455
Pt0.1/Au NPs,0,0,0,0,0,0,0,0,0,0,0,90,79,0,10,78,0,10.31,37,1,3.52,36.5,1.5,5,11.6,61,9,7,1,25,14,0,2.5,0.11,0.02,120,11705197.38,456
Pt0.1/Au NPs,0,0,0,0,0,0,0,0,0,0,0,90,79,0,10,78,0,6.18,42.5,3,3.52,36.5,1.5,5,11.6,61,9,7,1,25,1,10,0.01,0.44,0.1,4.43,28576.48,456
MnO2 nanosheet,1,0,0,0,0,0,0,0,0,0,0,100,25,4,9,25,3.5,24.845,25,4,12.75,26,2,1,250,13,0,5.1,0,25,0,2,5.265,0.06,4.25,17000000,0.115,457
MnO2  sphere,1,0,0,0,0,0,0,0,0,0,0,100,25,4,23.015,33.5,4.5,16.67,27,2,12.75,26,2,0,565,4,0,5.1,0,25,0,2,5.265,0.03,7.19,15010438.41,0.115,458
MnO2 nanowire,1,0,0,0,0,0,0,0,0,0,0,100,25,4,23.015,33.5,4.5,15,23,5,15,23,4,2,3000,4,0,5.1,0,25,0,2,10.265,0.05,7.35,27631578.95,4500.11,459
MnO2 nanostick,1,0,0,0,0,0,0,0,0,0,0,100,25,4,21.785,33.5,4.5,15,23,5,15,23,4,4,2000,4,0,5.1,0,25,0,2,5.265,0.15,1.34,26171.88,4500.11,460
bare AuNPs,1,0,0,0,0,0,0,0,0,0,0,100,79,0,15.13,46,0,2.765,46,0,3.25,46,0,0,13,61,1,7,1,25,7,2,125,4.73,0.68,47.33,1403571.43,461
ss-DNA每AuNPs,1,1,1,0,0,0,0,0,0,0,0,100,79,0,20.805,67.5,3,17.02,79,0,3.25,46,0,0,13,143,1,7,1,25,7,2,0.06,17.67,0.18,12,0.13,462
ds-DNA每AuNPs,1,1,1,0,0,0,0,0,0,0,0,100,79,0,27.11,77,3,17.02,79,0,3.25,46,0,0,13,144,1,7,1,25,7,2,0.06,6.98,0.53,35.33,35763.755,463
Fe3O4,0,0,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,13.33,58,3,5.5,36,1,0,30,4,0,4,0,25,0,0,10,0.3,0.01,7.1,909.985,79
T-MIP,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,16.67,28,2,16.67,27,2,0,195,145,0,4,0,25,0,0,10,0.22,0.02,15,0.48,464
T-MIPneg,0,1,0,1,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,18.335,27,2,15.585,26.5,2,0,684,145,0,4,0,25,0,0,10,0.15,0.06,56.1,842.325,465
A-MIP,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,16.67,28,2,16.67,27,2,0,220,145,0,4,0,25,0,0,10,0.32,0.01,5,1978.35,466
A-MIPpos,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,18.335,27,2,15.585,26.5,2,0,711,145,0,4,0,25,0,0,10,0.49,0.1,3.3,842.325,467
Fe3O4,0,0,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,13.33,58,3,5.5,36,1,0,30,4,0,4,0,25,3,0,10,0.27,0.04,35,909.985,79
T-MIP,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,16.67,28,2,16.67,27,2,0,195,145,0,4,0,25,3,0,10,0.3,0.01,11.6,0.48,464
T-MIPneg,0,1,0,1,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,18.335,27,2,15.585,26.5,2,0,684,145,0,4,0,25,3,0,10,0.36,0.01,6.6,842.325,465
A-MIP,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,16.67,28,2,16.67,27,2,0,220,145,0,4,0,25,3,0,10,0.14,0.07,70.1,1350730,466
A-MIPpos,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,26,2,18.335,27,2,15.585,26.5,2,0,711,145,0,4,0,25,3,0,10,0.09,0.11,108.3,842.325,467
Co3O4-F,0,0,0,0,0,0,0,0,0,0,0,66.7,27,3,33.33,27,2,13.765,25,3,12.75,26,2,3,83,4,0,6,0,25,0,0,2,0.08,0.07,345000000,3.33E+13,468
Co3O4-F,0,0,0,0,0,0,0,0,0,0,0,66.7,27,3,33.33,27,2,13.765,25,3,12.75,26,2,3,83,4,0,6,0,25,1,1,0.25,2.22,0.12,345000000,3.33E+13,468
Fe-MSN,0,0,0,0,1,0,0,0,0,0,0,66.7,26,3,33.3,26,2,6.545,38,1,9.96,36.5,1,3,55,87,0,4,0,25,0,0,0.5,0.41,0.08,0.1,11.3,321
Fe-MSN,0,0,0,0,1,0,0,0,0,0,0,66.7,26,3,33.3,26,2,6.545,38,1,9.96,36.5,1,3,55,87,0,4,0,25,1,1,0.1,0.01,0.04,0.1,290,321
V2O3-OMC,0,0,0,0,0,0,0,0,0,0,0,100,23,3,9.23,33.5,4.5,4.175,41.5,3,5.5,36,1,0,47,9,0,4,0,40,3,0,10,0.07,0.27,12800,191044776.1,469
V2O3-OMC,0,0,0,0,0,0,0,0,0,0,0,100,23,3,33.3,30,2,4.175,41.5,3,5.5,36,1,0,47,9,0,4,0,40,1,4,0.6,0.16,0.27,345000000,3.33E+13,469
V2O5 Nanobelts,0,0,0,0,0,0,0,0,0,0,0,100,23,5,33.3,30,2,24.845,25,4,15.585,26.5,2,2,300,4,6,7,1,25,0,0,10,0.69,0.27,345000000,3.33E+13,470
V2O5 Nanobelts,0,0,0,0,0,0,0,0,0,0,0,100,23,5,33.3,30,2,24.845,25,4,15.585,26.5,2,2,300,4,6,7,1,25,1,1,3,0.29,0.2,345000000,3.33E+13,470
V2O5 Nanobelts,1,0,0,0,0,0,0,0,0,0,0,100,23,5,33.3,30,2,24.845,25,4,12.75,26,2,2,300,4,6,7,1,37,7,2,0.26,3.02,0.18,345000000,3.33E+13,470
